date,name,point
2019-02-17,님포매니악 볼륨1,7.61
2019-02-17,글래스,7.59
2019-02-17,블랙 팬서,7.51
2019-02-17,뺑반,6.60
2019-02-17,안티크라이스트,6.52
2019-02-17,미래의 미라이,6.14
2019-02-17,기묘한 가족,5.67
2019-02-17,봉신연의: 영웅의 귀환,4.86
2019-02-18,그린 북,9.65
2019-02-18,가버나움,9.59
2019-02-18,보헤미안 랩소디,9.44
2019-02-18,언더독,9.43
2019-02-18,폴란드로 간 아이들,9.40
2019-02-18,드래곤볼 슈퍼: 브로리,9.37
2019-02-18,쉰들러 리스트,9.36
2019-02-18,드래곤 길들이기 3,9.27
2019-02-18,스파이더맨: 뉴 유니버스,9.26
2019-02-18,어느 가족,9.23
2019-02-18,"님아, 그 강을 건너지 마오",9.23
2019-02-18,러빙 빈센트,9.21
2019-02-18,바울,9.17
2019-02-18,극장판 공룡메카드: 타이니소어의 섬,9.16
2019-02-18,스타 이즈 본,9.15
2019-02-18,인생 후르츠,9.10
2019-02-18,로마,9.09
2019-02-18,말모이,9.06
2019-02-18,증인,9.02
2019-02-18,일일시호일,8.84
2019-02-18,레고 무비2,8.82
2019-02-18,극장판 헬로카봇:옴파로스 섬의 비밀,8.80
2019-02-18,알리타: 배틀 엔젤,8.78
2019-02-18,주먹왕 랄프 2: 인터넷 속으로,8.73
2019-02-18,극한직업,8.70
2019-02-18,메리 포핀스 리턴즈,8.46
2019-02-18,레토,8.42
2019-02-18,내안의 그놈,8.32
2019-02-18,해피 데스데이 2 유,8.02
2019-02-18,님포매니악 볼륨2,7.79
2019-02-18,님포매니악 볼륨1,7.61
2019-02-18,글래스,7.59
2019-02-18,블랙 팬서,7.51
2019-02-18,뺑반,6.60
2019-02-18,안티크라이스트,6.52
2019-02-18,미래의 미라이,6.14
2019-02-18,기묘한 가족,5.70
2019-02-18,봉신연의: 영웅의 귀환,4.86
2019-02-19,그린 북,9.65
2019-02-19,가버나움,9.59
2019-02-19,보헤미안 랩소디,9.43
2019-02-19,언더독,9.43
2019-02-19,폴란드로 간 아이들,9.40
2019-02-19,드래곤볼 슈퍼: 브로리,9.37
2019-02-19,쉰들러 리스트,9.36
2019-02-19,스파이더맨: 뉴 유니버스,9.26
2019-02-19,드래곤 길들이기 3,9.26
2019-02-19,어느 가족,9.23
2019-02-19,"님아, 그 강을 건너지 마오",9.23
2019-02-19,러빙 빈센트,9.21
2019-02-19,바울,9.17
2019-02-19,극장판 공룡메카드: 타이니소어의 섬,9.16
2019-02-19,스타 이즈 본,9.15
2019-02-19,인생 후르츠,9.10
2019-02-19,로마,9.09
2019-02-19,말모이,9.06
2019-02-19,증인,9.03
2019-02-19,일일시호일,8.85
2019-02-19,레고 무비2,8.82
2019-02-19,극장판 헬로카봇:옴파로스 섬의 비밀,8.79
2019-02-19,알리타: 배틀 엔젤,8.78
2019-02-19,주먹왕 랄프 2: 인터넷 속으로,8.73
2019-02-19,극한직업,8.70
2019-02-19,레토,8.42
2019-02-19,메리 포핀스 리턴즈,8.39
2019-02-19,내안의 그놈,8.32
2019-02-19,해피 데스데이 2 유,7.94
2019-02-19,님포매니악 볼륨2,7.79
2019-02-19,님포매니악 볼륨1,7.61
2019-02-19,글래스,7.58
2019-02-19,블랙 팬서,7.50
2019-02-19,뺑반,6.60
2019-02-19,안티크라이스트,6.52
2019-02-19,타이탄,6.32
2019-02-19,미래의 미라이,6.14
2019-02-19,기묘한 가족,5.67
2019-02-19,봉신연의: 영웅의 귀환,4.86
2019-02-20,그린 북,9.65
2019-02-20,가버나움,9.58
2019-02-20,보헤미안 랩소디,9.43
2019-02-20,언더독,9.43
2019-02-20,폴란드로 간 아이들,9.40
2019-02-20,드래곤볼 슈퍼: 브로리,9.36
2019-02-20,쉰들러 리스트,9.36
2019-02-20,스파이더맨: 뉴 유니버스,9.26
2019-02-20,드래곤 길들이기 3,9.26
2019-02-20,어느 가족,9.23
2019-02-20,"님아, 그 강을 건너지 마오",9.23
2019-02-20,러빙 빈센트,9.21
2019-02-20,바울,9.17
2019-02-20,극장판 공룡메카드: 타이니소어의 섬,9.16
2019-02-20,스타 이즈 본,9.15
2019-02-20,인생 후르츠,9.10
2019-02-20,로마,9.09
2019-02-20,말모이,9.06
2019-02-20,증인,9.03
2019-02-20,일일시호일,8.85
2019-02-20,레고 무비2,8.82
2019-02-20,극장판 헬로카봇:옴파로스 섬의 비밀,8.79
2019-02-20,알리타: 배틀 엔젤,8.78
2019-02-20,주먹왕 랄프 2: 인터넷 속으로,8.73
2019-02-20,극한직업,8.69
2019-02-20,레토,8.42
2019-02-20,메리 포핀스 리턴즈,8.37
2019-02-20,내안의 그놈,8.31
2019-02-20,해피 데스데이 2 유,7.91
2019-02-20,님포매니악 볼륨2,7.79
2019-02-20,사바하,7.76
2019-02-20,님포매니악 볼륨1,7.61
2019-02-20,블랙 팬서,7.50
2019-02-20,뺑반,6.59
2019-02-20,안티크라이스트,6.52
2019-02-20,타이탄,6.32
2019-02-20,미래의 미라이,6.14
2019-02-20,기묘한 가족,5.66
2019-02-20,PMC: 더 벙커,5.24
2019-02-20,봉신연의: 영웅의 귀환,4.86
2019-02-21,그린 북,9.65
2019-02-21,가버나움,9.59
2019-02-21,보헤미안 랩소디,9.44
2019-02-21,언더독,9.42
2019-02-21,폴란드로 간 아이들,9.40
2019-02-21,쉰들러 리스트,9.36
2019-02-21,드래곤볼 슈퍼: 브로리,9.34
2019-02-21,드래곤 길들이기 3,9.26
2019-02-21,스파이더맨: 뉴 유니버스,9.26
2019-02-21,어느 가족,9.23
2019-02-21,"님아, 그 강을 건너지 마오",9.23
2019-02-21,러빙 빈센트,9.21
2019-02-21,바울,9.17
2019-02-21,극장판 공룡메카드: 타이니소어의 섬,9.16
2019-02-21,스타 이즈 본,9.15
2019-02-21,인생 후르츠,9.10
2019-02-21,로마,9.09
2019-02-21,말모이,9.06
2019-02-21,증인,9.04
2019-02-21,일일시호일,8.84
2019-02-21,레고 무비2,8.83
2019-02-21,극장판 헬로카봇:옴파로스 섬의 비밀,8.79
2019-02-21,알리타: 배틀 엔젤,8.77
2019-02-21,주먹왕 랄프 2: 인터넷 속으로,8.73
2019-02-21,극한직업,8.69
2019-02-21,어둠 속의 댄서,8.43
2019-02-21,레토,8.41
2019-02-21,메리 포핀스 리턴즈,8.34
2019-02-21,내안의 그놈,8.31
2019-02-21,해피 데스데이 2 유,7.88
2019-02-21,님포매니악 볼륨2,7.79
2019-02-21,님포매니악 볼륨1,7.61
2019-02-21,사바하,7.57
2019-02-21,블랙 팬서,7.50
2019-02-21,콜드 체이싱,6.88
2019-02-21,안티크라이스트,6.52
2019-02-21,뺑반,6.50
2019-02-21,타이탄,6.32
2019-02-21,미래의 미라이,6.15
2019-02-21,기묘한 가족,5.65
2019-02-21,PMC: 더 벙커,5.24
2019-02-22,그린 북,9.64
2019-02-22,가버나움,9.59
2019-02-22,보헤미안 랩소디,9.44
2019-02-22,언더독,9.41
2019-02-22,폴란드로 간 아이들,9.40
2019-02-22,쉰들러 리스트,9.36
2019-02-22,드래곤볼 슈퍼: 브로리,9.30
2019-02-22,드래곤 길들이기 3,9.26
2019-02-22,스파이더맨: 뉴 유니버스,9.26
2019-02-22,어느 가족,9.23
2019-02-22,"님아, 그 강을 건너지 마오",9.23
2019-02-22,러빙 빈센트,9.21
2019-02-22,빠삐용,9.19
2019-02-22,바울,9.17
2019-02-22,스타 이즈 본,9.15
2019-02-22,인생 후르츠,9.10
2019-02-22,로마,9.09
2019-02-22,말모이,9.06
2019-02-22,증인,9.06
2019-02-22,일일시호일,8.84
2019-02-22,레고 무비2,8.83
2019-02-22,극장판 헬로카봇:옴파로스 섬의 비밀,8.79
2019-02-22,알리타: 배틀 엔젤,8.77
2019-02-22,주먹왕 랄프 2: 인터넷 속으로,8.73
2019-02-22,극한직업,8.68
2019-02-22,신데렐라:마법 반지의 비밀,8.64
2019-02-22,어둠 속의 댄서,8.43
2019-02-22,레토,8.40
2019-02-22,메리 포핀스 리턴즈,8.32
2019-02-22,내안의 그놈,8.31
2019-02-22,더 랍스터,7.88
2019-02-22,해피 데스데이 2 유,7.86
2019-02-22,님포매니악 볼륨2,7.79
2019-02-22,님포매니악 볼륨1,7.61
2019-02-22,사바하,7.51
2019-02-22,블랙 팬서,7.50
2019-02-22,킬링 디어,6.99
2019-02-22,콜드 체이싱,6.81
2019-02-22,뺑반,6.45
2019-02-22,타이탄,6.32
2019-02-22,미래의 미라이,6.13
2019-02-22,기묘한 가족,5.67
2019-02-22,PMC: 더 벙커,5.24
2019-02-23,그린 북,9.64
2019-02-23,가버나움,9.59
2019-02-23,보헤미안 랩소디,9.43
2019-02-23,언더독,9.42
2019-02-23,폴란드로 간 아이들,9.40
2019-02-23,쉰들러 리스트,9.36
2019-02-23,드래곤볼 슈퍼: 브로리,9.27
2019-02-23,드래곤 길들이기 3,9.26
2019-02-23,스파이더맨: 뉴 유니버스,9.25
2019-02-23,어느 가족,9.23
2019-02-23,"님아, 그 강을 건너지 마오",9.23
2019-02-23,러빙 빈센트,9.21
2019-02-23,빠삐용,9.19
2019-02-23,바울,9.17
2019-02-23,스타 이즈 본,9.15
2019-02-23,인생 후르츠,9.10
2019-02-23,로마,9.09
2019-02-23,증인,9.07
2019-02-23,말모이,9.06
2019-02-23,일일시호일,8.84
2019-02-23,레고 무비2,8.83
2019-02-23,극장판 헬로카봇:옴파로스 섬의 비밀,8.79
2019-02-23,알리타: 배틀 엔젤,8.77
2019-02-23,주먹왕 랄프 2: 인터넷 속으로,8.73
2019-02-23,극한직업,8.68
2019-02-23,신데렐라:마법 반지의 비밀,8.45
2019-02-23,어둠 속의 댄서,8.43
2019-02-23,레토,8.40
2019-02-23,메리 포핀스 리턴즈,8.32
2019-02-23,내안의 그놈,8.31
2019-02-23,더 랍스터,7.88
2019-02-23,해피 데스데이 2 유,7.83
2019-02-23,님포매니악 볼륨2,7.79
2019-02-23,님포매니악 볼륨1,7.61
2019-02-23,블랙 팬서,7.50
2019-02-23,사바하,7.39
2019-02-23,킬링 디어,6.99
2019-02-23,콜드 체이싱,6.69
2019-02-23,뺑반,6.42
2019-02-23,타이탄,6.32
2019-02-23,미래의 미라이,6.14
2019-02-23,기묘한 가족,5.67
2019-02-23,PMC: 더 벙커,5.24
2019-02-24,그린 북,9.64
2019-02-24,가버나움,9.60
2019-02-24,보헤미안 랩소디,9.43
2019-02-24,언더독,9.41
2019-02-24,폴란드로 간 아이들,9.40
2019-02-24,쉰들러 리스트,9.36
2019-02-24,드래곤 길들이기 3,9.26
2019-02-24,스파이더맨: 뉴 유니버스,9.25
2019-02-24,드래곤볼 슈퍼: 브로리,9.23
2019-02-24,어느 가족,9.23
2019-02-24,"님아, 그 강을 건너지 마오",9.23
2019-02-24,러빙 빈센트,9.21
2019-02-24,바울,9.18
2019-02-24,스타 이즈 본,9.15
2019-02-24,증인,9.10
2019-02-24,인생 후르츠,9.10
2019-02-24,로마,9.09
2019-02-24,말모이,9.06
2019-02-24,레고 무비2,8.83
2019-02-24,일일시호일,8.83
2019-02-24,극장판 헬로카봇:옴파로스 섬의 비밀,8.79
2019-02-24,알리타: 배틀 엔젤,8.77
2019-02-24,주먹왕 랄프 2: 인터넷 속으로,8.73
2019-02-24,극한직업,8.68
2019-02-24,어둠 속의 댄서,8.44
2019-02-24,레토,8.40
2019-02-24,메리 포핀스 리턴즈,8.31
2019-02-24,내안의 그놈,8.30
2019-02-24,신데렐라:마법 반지의 비밀,8.10
2019-02-24,더 랍스터,7.88
2019-02-24,해피 데스데이 2 유,7.83
2019-02-24,블랙 팬서,7.50
2019-02-24,사바하,7.30
2019-02-24,킬링 디어,6.99
2019-02-24,콜드 체이싱,6.53
2019-02-24,뺑반,6.37
2019-02-24,타이탄,6.32
2019-02-24,미래의 미라이,6.14
2019-02-24,기묘한 가족,5.67
2019-02-25,그린 북,9.64
2019-02-25,가버나움,9.60
2019-02-25,보헤미안 랩소디,9.43
2019-02-25,언더독,9.41
2019-02-25,폴란드로 간 아이들,9.40
2019-02-25,쉰들러 리스트,9.36
2019-02-25,드래곤 길들이기 3,9.26
2019-02-25,스파이더맨: 뉴 유니버스,9.25
2019-02-25,어느 가족,9.23
2019-02-25,"님아, 그 강을 건너지 마오",9.23
2019-02-25,드래곤볼 슈퍼: 브로리,9.22
2019-02-25,러빙 빈센트,9.21
2019-02-25,바울,9.18
2019-02-25,스타 이즈 본,9.15
2019-02-25,증인,9.10
2019-02-25,인생 후르츠,9.10
2019-02-25,로마,9.09
2019-02-25,말모이,9.06
2019-02-25,더 페이버릿: 여왕의 여자,8.94
2019-02-25,일일시호일,8.84
2019-02-25,레고 무비2,8.84
2019-02-25,극장판 헬로카봇:옴파로스 섬의 비밀,8.79
2019-02-25,알리타: 배틀 엔젤,8.77
2019-02-25,주먹왕 랄프 2: 인터넷 속으로,8.73
2019-02-25,극한직업,8.67
2019-02-25,사랑은 비가 갠 뒤처럼,8.61
2019-02-25,어둠 속의 댄서,8.44
2019-02-25,레토,8.40
2019-02-25,메리 포핀스 리턴즈,8.31
2019-02-25,내안의 그놈,8.30
2019-02-25,더 랍스터,7.88
2019-02-25,신데렐라:마법 반지의 비밀,7.87
2019-02-25,해피 데스데이 2 유,7.83
2019-02-25,블랙 팬서,7.50
2019-02-25,사바하,7.29
2019-02-25,킬링 디어,6.99
2019-02-25,콜드 체이싱,6.45
2019-02-25,뺑반,6.35
2019-02-25,타이탄,6.32
2019-02-25,기묘한 가족,5.68
2019-02-25,PMC: 더 벙커,5.24
2019-02-26,그린 북,9.63
2019-02-26,가버나움,9.60
2019-02-26,보헤미안 랩소디,9.43
2019-02-26,언더독,9.41
2019-02-26,폴란드로 간 아이들,9.40
2019-02-26,쉰들러 리스트,9.36
2019-02-26,드래곤 길들이기 3,9.26
2019-02-26,스파이더맨: 뉴 유니버스,9.24
2019-02-26,어느 가족,9.23
2019-02-26,"님아, 그 강을 건너지 마오",9.23
2019-02-26,드래곤볼 슈퍼: 브로리,9.22
2019-02-26,러빙 빈센트,9.21
2019-02-26,바울,9.18
2019-02-26,스타 이즈 본,9.15
2019-02-26,증인,9.10
2019-02-26,인생 후르츠,9.10
2019-02-26,로마,9.08
2019-02-26,말모이,9.06
2019-02-26,더 페이버릿: 여왕의 여자,8.96
2019-02-26,일일시호일,8.85
2019-02-26,레고 무비2,8.84
2019-02-26,델타 보이즈,8.79
2019-02-26,극장판 헬로카봇:옴파로스 섬의 비밀,8.79
2019-02-26,알리타: 배틀 엔젤,8.77
2019-02-26,주먹왕 랄프 2: 인터넷 속으로,8.72
2019-02-26,김광석,8.72
2019-02-26,극한직업,8.67
2019-02-26,사랑은 비가 갠 뒤처럼,8.59
2019-02-26,어둠 속의 댄서,8.43
2019-02-26,레토,8.40
2019-02-26,메리 포핀스 리턴즈,8.31
2019-02-26,내안의 그놈,8.29
2019-02-26,더 랍스터,7.88
2019-02-26,해피 데스데이 2 유,7.81
2019-02-26,신데렐라:마법 반지의 비밀,7.66
2019-02-26,블랙 팬서,7.50
2019-02-26,사바하,7.29
2019-02-26,킬링 디어,7.00
2019-02-26,콜드 체이싱,6.44
2019-02-26,뺑반,6.33
2019-02-26,기묘한 가족,5.68
2019-02-27,그린 북,9.63
2019-02-27,가버나움,9.60
2019-02-27,보헤미안 랩소디,9.43
2019-02-27,언더독,9.40
2019-02-27,폴란드로 간 아이들,9.40
2019-02-27,쉰들러 리스트,9.36
2019-02-27,드래곤 길들이기 3,9.26
2019-02-27,스파이더맨: 뉴 유니버스,9.23
2019-02-27,어느 가족,9.23
2019-02-27,"님아, 그 강을 건너지 마오",9.23
2019-02-27,드래곤볼 슈퍼: 브로리,9.22
2019-02-27,러빙 빈센트,9.21
2019-02-27,바울,9.18
2019-02-27,스타 이즈 본,9.15
2019-02-27,인생 후르츠,9.09
2019-02-27,증인,9.09
2019-02-27,로마,9.08
2019-02-27,말모이,9.06
2019-02-27,더 페이버릿: 여왕의 여자,8.97
2019-02-27,레고 무비2,8.84
2019-02-27,일일시호일,8.84
2019-02-27,극장판 헬로카봇:옴파로스 섬의 비밀,8.78
2019-02-27,델타 보이즈,8.77
2019-02-27,알리타: 배틀 엔젤,8.77
2019-02-27,주먹왕 랄프 2: 인터넷 속으로,8.72
2019-02-27,김광석,8.72
2019-02-27,극한직업,8.67
2019-02-27,사랑은 비가 갠 뒤처럼,8.59
2019-02-27,어둠 속의 댄서,8.43
2019-02-27,레토,8.40
2019-02-27,항거:유관순 이야기,8.35
2019-02-27,메리 포핀스 리턴즈,8.31
2019-02-27,내안의 그놈,8.29
2019-02-27,더 랍스터,7.88
2019-02-27,해피 데스데이 2 유,7.81
2019-02-27,신데렐라:마법 반지의 비밀,7.51
2019-02-27,블랙 팬서,7.50
2019-02-27,사바하,7.26
2019-02-27,킬링 디어,6.99
2019-02-27,콜드 체이싱,6.40
2019-02-27,뺑반,6.32
2019-02-27,기묘한 가족,5.68
2019-02-27,자전차왕 엄복동,3.71
2019-02-28,그린 북,9.63
2019-02-28,가버나움,9.60
2019-02-28,보헤미안 랩소디,9.43
2019-02-28,언더독,9.40
2019-02-28,폴란드로 간 아이들,9.40
2019-02-28,쉰들러 리스트,9.36
2019-02-28,드래곤 길들이기 3,9.26
2019-02-28,스파이더맨: 뉴 유니버스,9.23
2019-02-28,어느 가족,9.23
2019-02-28,"님아, 그 강을 건너지 마오",9.23
2019-02-28,러빙 빈센트,9.21
2019-02-28,드래곤볼 슈퍼: 브로리,9.21
2019-02-28,바울,9.18
2019-02-28,스타 이즈 본,9.15
2019-02-28,증인,9.09
2019-02-28,인생 후르츠,9.09
2019-02-28,로마,9.09
2019-02-28,말모이,9.06
2019-02-28,더 페이버릿: 여왕의 여자,8.95
2019-02-28,레고 무비2,8.84
2019-02-28,일일시호일,8.84
2019-02-28,델타 보이즈,8.79
2019-02-28,극장판 헬로카봇:옴파로스 섬의 비밀,8.78
2019-02-28,알리타: 배틀 엔젤,8.77
2019-02-28,주먹왕 랄프 2: 인터넷 속으로,8.72
2019-02-28,김광석,8.72
2019-02-28,극한직업,8.66
2019-02-28,사랑은 비가 갠 뒤처럼,8.61
2019-02-28,항거:유관순 이야기,8.59
2019-02-28,어둠 속의 댄서,8.43
2019-02-28,레토,8.41
2019-02-28,메리 포핀스 리턴즈,8.31
2019-02-28,내안의 그놈,8.29
2019-02-28,더 랍스터,7.88
2019-02-28,해피 데스데이 2 유,7.81
2019-02-28,블랙 팬서,7.50
2019-02-28,신데렐라:마법 반지의 비밀,7.36
2019-02-28,사바하,7.23
2019-02-28,킬링 디어,6.98
2019-02-28,"어쩌다, 결혼",6.65
2019-02-28,콜드 체이싱,6.40
2019-02-28,뺑반,6.31
2019-02-28,기묘한 가족,5.67
2019-02-28,PMC: 더 벙커,5.24
2019-02-28,자전차왕 엄복동,3.92
2019-03-01,그린 북,9.63
2019-03-01,가버나움,9.60
2019-03-01,보헤미안 랩소디,9.43
2019-03-01,언더독,9.41
2019-03-01,폴란드로 간 아이들,9.40
2019-03-01,쉰들러 리스트,9.36
2019-03-01,드래곤 길들이기 3,9.27
2019-03-01,스파이더맨: 뉴 유니버스,9.23
2019-03-01,러빙 빈센트,9.21
2019-03-01,드래곤볼 슈퍼: 브로리,9.19
2019-03-01,바울,9.18
2019-03-01,스타 이즈 본,9.15
2019-03-01,증인,9.10
2019-03-01,인생 후르츠,9.09
2019-03-01,로마,9.08
2019-03-01,말모이,9.06
2019-03-01,더 페이버릿: 여왕의 여자,8.89
2019-03-01,레고 무비2,8.84
2019-03-01,일일시호일,8.84
2019-03-01,델타 보이즈,8.80
2019-03-01,항거:유관순 이야기,8.78
2019-03-01,알리타: 배틀 엔젤,8.78
2019-03-01,극장판 헬로카봇:옴파로스 섬의 비밀,8.78
2019-03-01,주먹왕 랄프 2: 인터넷 속으로,8.72
2019-03-01,김광석,8.72
2019-03-01,극한직업,8.66
2019-03-01,사랑은 비가 갠 뒤처럼,8.61
2019-03-01,어둠 속의 댄서,8.43
2019-03-01,레토,8.41
2019-03-01,메리 포핀스 리턴즈,8.32
2019-03-01,더 랍스터,7.88
2019-03-01,해피 데스데이 2 유,7.80
2019-03-01,블랙 팬서,7.50
2019-03-01,사바하,7.22
2019-03-01,신데렐라:마법 반지의 비밀,7.10
2019-03-01,킬링 디어,6.98
2019-03-01,콜드 체이싱,6.40
2019-03-01,뺑반,6.31
2019-03-01,미래의 미라이,6.12
2019-03-01,"어쩌다, 결혼",5.87
2019-03-01,기묘한 가족,5.68
2019-03-01,자전차왕 엄복동,4.16
2019-03-02,그린 북,9.63
2019-03-02,가버나움,9.60
2019-03-02,보헤미안 랩소디,9.43
2019-03-02,언더독,9.41
2019-03-02,폴란드로 간 아이들,9.40
2019-03-02,쉰들러 리스트,9.36
2019-03-02,드래곤 길들이기 3,9.27
2019-03-02,스파이더맨: 뉴 유니버스,9.23
2019-03-02,러빙 빈센트,9.21
2019-03-02,드래곤볼 슈퍼: 브로리,9.19
2019-03-02,바울,9.18
2019-03-02,스타 이즈 본,9.15
2019-03-02,증인,9.09
2019-03-02,인생 후르츠,9.09
2019-03-02,로마,9.08
2019-03-02,말모이,9.07
2019-03-02,더 페이버릿: 여왕의 여자,8.87
2019-03-02,일일시호일,8.84
2019-03-02,레고 무비2,8.84
2019-03-02,델타 보이즈,8.80
2019-03-02,항거:유관순 이야기,8.78
2019-03-02,극장판 헬로카봇:옴파로스 섬의 비밀,8.78
2019-03-02,알리타: 배틀 엔젤,8.78
2019-03-02,주먹왕 랄프 2: 인터넷 속으로,8.72
2019-03-02,김광석,8.72
2019-03-02,극한직업,8.66
2019-03-02,사랑은 비가 갠 뒤처럼,8.61
2019-03-02,어둠 속의 댄서,8.43
2019-03-02,레토,8.41
2019-03-02,메리 포핀스 리턴즈,8.32
2019-03-02,내안의 그놈,8.29
2019-03-02,더 랍스터,7.88
2019-03-02,해피 데스데이 2 유,7.80
2019-03-02,님포매니악 볼륨2,7.79
2019-03-02,님포매니악 볼륨1,7.61
2019-03-02,블랙 팬서,7.50
2019-03-02,사바하,7.22
2019-03-02,킬링 디어,6.98
2019-03-02,신데렐라:마법 반지의 비밀,6.88
2019-03-02,콜드 체이싱,6.42
2019-03-02,뺑반,6.30
2019-03-02,미래의 미라이,6.12
2019-03-02,"어쩌다, 결혼",5.73
2019-03-02,기묘한 가족,5.70
2019-03-02,자전차왕 엄복동,4.26
2019-03-03,그린 북,9.63
2019-03-03,가버나움,9.60
2019-03-03,보헤미안 랩소디,9.43
2019-03-03,언더독,9.41
2019-03-03,폴란드로 간 아이들,9.40
2019-03-03,쉰들러 리스트,9.36
2019-03-03,드래곤 길들이기 3,9.27
2019-03-03,스파이더맨: 뉴 유니버스,9.23
2019-03-03,러빙 빈센트,9.21
2019-03-03,바울,9.18
2019-03-03,드래곤볼 슈퍼: 브로리,9.18
2019-03-03,스타 이즈 본,9.15
2019-03-03,증인,9.09
2019-03-03,인생 후르츠,9.09
2019-03-03,로마,9.08
2019-03-03,말모이,9.07
2019-03-03,일일시호일,8.85
2019-03-03,레고 무비2,8.84
2019-03-03,더 페이버릿: 여왕의 여자,8.83
2019-03-03,델타 보이즈,8.80
2019-03-03,항거:유관순 이야기,8.78
2019-03-03,알리타: 배틀 엔젤,8.78
2019-03-03,극장판 헬로카봇:옴파로스 섬의 비밀,8.78
2019-03-03,주먹왕 랄프 2: 인터넷 속으로,8.72
2019-03-03,김광석,8.72
2019-03-03,극한직업,8.66
2019-03-03,사랑은 비가 갠 뒤처럼,8.61
2019-03-03,어둠 속의 댄서,8.43
2019-03-03,레토,8.41
2019-03-03,메리 포핀스 리턴즈,8.32
2019-03-03,내안의 그놈,8.29
2019-03-03,더 랍스터,7.88
2019-03-03,해피 데스데이 2 유,7.80
2019-03-03,님포매니악 볼륨2,7.79
2019-03-03,님포매니악 볼륨1,7.61
2019-03-03,블랙 팬서,7.50
2019-03-03,사바하,7.23
2019-03-03,킬링 디어,6.99
2019-03-03,신데렐라:마법 반지의 비밀,6.78
2019-03-03,콜드 체이싱,6.43
2019-03-03,뺑반,6.29
2019-03-03,미래의 미라이,6.12
2019-03-03,기묘한 가족,5.74
2019-03-03,쇠파리,5.72
2019-03-03,"어쩌다, 결혼",5.59
2019-03-03,자전차왕 엄복동,4.31
2019-03-04,그린 북,9.63
2019-03-04,가버나움,9.60
2019-03-04,보헤미안 랩소디,9.43
2019-03-04,언더독,9.41
2019-03-04,폴란드로 간 아이들,9.40
2019-03-04,쉰들러 리스트,9.36
2019-03-04,드래곤 길들이기 3,9.27
2019-03-04,스파이더맨: 뉴 유니버스,9.23
2019-03-04,러빙 빈센트,9.21
2019-03-04,드래곤볼 슈퍼: 브로리,9.18
2019-03-04,바울,9.18
2019-03-04,스타 이즈 본,9.15
2019-03-04,인생 후르츠,9.09
2019-03-04,증인,9.08
2019-03-04,로마,9.08
2019-03-04,말모이,9.07
2019-03-04,우리 학교,8.98
2019-03-04,일일시호일,8.85
2019-03-04,더 페이버릿: 여왕의 여자,8.82
2019-03-04,델타 보이즈,8.80
2019-03-04,극장판 헬로카봇:옴파로스 섬의 비밀,8.78
2019-03-04,알리타: 배틀 엔젤,8.78
2019-03-04,항거:유관순 이야기,8.75
2019-03-04,주먹왕 랄프 2: 인터넷 속으로,8.72
2019-03-04,김광석,8.72
2019-03-04,극한직업,8.66
2019-03-04,"좋아해, 너를",8.47
2019-03-04,어둠 속의 댄서,8.43
2019-03-04,레토,8.41
2019-03-04,메리 포핀스 리턴즈,8.33
2019-03-04,내안의 그놈,8.29
2019-03-04,더 랍스터,7.88
2019-03-04,해피 데스데이 2 유,7.80
2019-03-04,님포매니악 볼륨2,7.79
2019-03-04,님포매니악 볼륨1,7.61
2019-03-04,블랙 팬서,7.50
2019-03-04,사바하,7.22
2019-03-04,킬링 디어,6.99
2019-03-04,신데렐라:마법 반지의 비밀,6.73
2019-03-04,안티크라이스트,6.54
2019-03-04,콜드 체이싱,6.42
2019-03-04,뺑반,6.28
2019-03-04,기묘한 가족,5.75
2019-03-04,쇠파리,5.72
2019-03-04,"어쩌다, 결혼",5.51
2019-03-04,자전차왕 엄복동,4.27
2019-03-05,그린 북,9.63
2019-03-05,가버나움,9.60
2019-03-05,보헤미안 랩소디,9.43
2019-03-05,언더독,9.41
2019-03-05,폴란드로 간 아이들,9.40
2019-03-05,쉰들러 리스트,9.36
2019-03-05,드래곤 길들이기 3,9.27
2019-03-05,스파이더맨: 뉴 유니버스,9.23
2019-03-05,러빙 빈센트,9.21
2019-03-05,바울,9.18
2019-03-05,드래곤볼 슈퍼: 브로리,9.18
2019-03-05,스타 이즈 본,9.15
2019-03-05,로마,9.08
2019-03-05,증인,9.08
2019-03-05,인생 후르츠,9.08
2019-03-05,말모이,9.07
2019-03-05,우리 학교,8.98
2019-03-05,일일시호일,8.85
2019-03-05,더 페이버릿: 여왕의 여자,8.82
2019-03-05,델타 보이즈,8.80
2019-03-05,극장판 헬로카봇:옴파로스 섬의 비밀,8.78
2019-03-05,알리타: 배틀 엔젤,8.78
2019-03-05,김광석,8.72
2019-03-05,항거:유관순 이야기,8.70
2019-03-05,극한직업,8.66
2019-03-05,"좋아해, 너를",8.47
2019-03-05,어둠 속의 댄서,8.43
2019-03-05,레토,8.41
2019-03-05,메리 포핀스 리턴즈,8.33
2019-03-05,내안의 그놈,8.29
2019-03-05,더 랍스터,7.88
2019-03-05,님포매니악 볼륨2,7.79
2019-03-05,해피 데스데이 2 유,7.79
2019-03-05,님포매니악 볼륨1,7.60
2019-03-05,사바하,7.22
2019-03-05,킬링 디어,6.99
2019-03-05,신데렐라:마법 반지의 비밀,6.72
2019-03-05,안티크라이스트,6.54
2019-03-05,콜드 체이싱,6.42
